geoid,name,C17002001,"C17002001, Error",C17002002,"C17002002, Error",C17002003,"C17002003, Error",C17002004,"C17002004, Error",C17002005,"C17002005, Error",C17002006,"C17002006, Error",C17002007,"C17002007, Error",C17002008,"C17002008, Error"
05000US06113,"Yolo County, CA",210055,217,21287,1598,12878,1675,7716,1348,8695,1542,10307,1384,4180,940,144992,2652
05000US06115,"Yuba County, CA",81611,184,6451,1007,6050,999,2834,761,4504,1047,5598,1008,1948,739,54226,1606
05000US08001,"Adams County, CO",520338,465,23599,2381,25395,2579,17018,2272,17534,2093,30016,2959,14251,2428,392525,4256
05000US08003,"Alamosa County, CO",15598,90,1092,457,1751,614,1685,494,560,208,1133,426,932,466,8445,658
05000US08005,"Arapahoe County, CO",649885,321,26800,2020,28461,2607,18178,1938,18101,1984,27632,2350,13719,1641,516994,5355
05000US08007,"Archuleta County, CO",13606,42,358,201,776,256,544,269,989,419,626,234,560,199,9753,623
05000US08009,"Baca County, CO",3364,22,220,70,590,153,173,76,147,60,572,161,59,44,1603,190
05000US08011,"Bent County, CO",4252,49,494,165,854,244,259,169,211,118,180,128,164,73,2090,271
05000US08013,"Boulder County, CO",315677,240,22997,1589,13148,1140,6801,1051,9538,1227,11790,1197,5816,1211,245587,2420
05000US08014,"Broomfield County, CO",74640,103,2210,413,1485,406,1242,442,741,256,2249,597,1243,357,65470,957
05000US08015,"Chaffee County, CO",18500,30,806,232,1038,404,513,285,1414,461,465,215,460,273,13804,736
05000US08017,"Cheyenne County, CO",1691,144,61,46,132,76,74,53,78,66,103,60,52,37,1191,154
05000US08019,"Clear Creek County, CO",9282,14,226,135,405,164,137,95,239,137,396,150,6,6,7873,262
05000US08021,"Conejos County, CO",7490,20,360,126,672,188,378,145,597,311,1164,278,265,96,4054,341
05000US08023,"Costilla County, CO",3551,30,417,149,376,121,199,97,219,140,263,106,119,59,1958,207
05000US08025,"Crowley County, CO",4177,113,378,109,384,115,192,94,119,76,394,146,613,257,2097,323
05000US08027,"Custer County, CO",5064,10,239,92,251,133,239,131,268,165,112,55,190,121,3765,245
05000US08029,"Delta County, CO",30340,90,1424,324,2886,534,1254,348,1737,473,1731,392,1146,585,20162,999
05000US08031,"Denver County, CO",701727,390,40097,3026,38571,2445,20490,2150,23983,2506,31695,2910,15672,1846,531219,5840
05000US08033,"Dolores County, CO",2385,13,161,108,287,162,15,17,92,85,131,94,174,176,1525,252
05000US08035,"Douglas County, CO",366926,239,6971,971,4870,779,3352,674,5040,1260,6602,1056,3334,751,336757,2451
05000US08037,"Eagle County, CO",55036,230,2121,520,2432,839,2787,1024,605,365,3288,1024,1440,886,42363,1581
05000US08039,"Elbert County, CO",27095,18,685,203,759,256,475,274,412,221,520,212,221,92,24023,516
05000US08041,"El Paso County, CO",714594,541,32567,2315,28410,2224,23210,2365,24853,2317,37519,3109,19005,2120,549030,4855
05000US08043,"Fremont County, CO",41502,216,2466,547,3334,594,1840,581,1620,452,3732,770,1622,506,26888,1334
05000US08045,"Garfield County, CO",61058,150,3255,1006,2284,650,1904,545,1746,638,3055,746,2063,683,46751,1548
05000US08047,"Gilpin County, CO",5809,32,454,271,126,66,225,151,46,45,432,237,230,258,4296,460
05000US08049,"Grand County, CO",15760,19,780,291,640,209,386,201,334,185,919,357,253,157,12448,563
05000US08051,"Gunnison County, CO",16166,83,1467,439,648,191,228,131,357,148,1124,325,350,162,11992,544
05000US08053,"Hinsdale County, CO",939,112,15,11,27,25,3,4,17,20,97,52,7,12,773,116
05000US08055,"Huerfano County, CO",6813,35,728,327,465,182,217,117,61,50,694,328,272,161,4376,395
05000US08057,"Jackson County, CO",1416,135,56,58,202,127,111,94,79,53,148,82,79,70,741,159
05000US08059,"Jefferson County, CO",571679,274,19050,1743,19269,1864,9633,1277,15314,1820,18143,2134,9935,1228,480335,3719
05000US08061,"Kiowa County, CO",1329,135,95,48,75,46,63,35,31,26,79,41,132,101,854,135
05000US08063,"Kit Carson County, CO",6922,19,220,98,413,139,432,176,430,197,506,176,193,117,4728,316
05000US08065,"Lake County, CO",7276,33,89,64,436,265,140,112,237,227,294,197,29,37,6051,360
05000US08067,"La Plata County, CO",54260,136,2595,638,4160,608,2032,613,1605,497,2388,444,993,296,40487,1192
05000US08069,"Larimer County, CO",353725,319,22425,1677,16815,1447,7525,1067,10869,1410,16109,1755,8387,1460,271595,3165
05000US08071,"Las Animas County, CO",13672,56,1278,345,1100,226,558,145,658,215,977,211,462,123,8639,435
05000US08073,"Lincoln County, CO",4325,59,197,84,250,101,189,103,360,119,306,109,125,70,2898,202
05000US08075,"Logan County, CO",19152,262,1093,343,1413,520,1336,560,1655,637,1037,241,644,251,11974,684
05000US08077,"Mesa County, CO",153296,477,8125,1044,8998,1253,5396,981,6239,1236,9126,1289,5333,1061,110079,2416
05000US08079,"Mineral County, CO",799,102,21,13,83,47,32,21,36,30,83,75,0,13,544,105
05000US08081,"Moffat County, CO",13154,8,882,256,651,234,1073,534,519,243,1008,314,302,165,8719,600
05000US08083,"Montezuma County, CO",25865,144,1257,377,2157,650,1254,399,1023,358,2692,787,526,289,16956,1003
05000US08085,"Montrose County, CO",42825,82,2185,531,2916,798,1797,489,1540,386,3138,760,1273,577,29976,1051
05000US08087,"Morgan County, CO",28641,79,1483,438,2032,557,780,326,1401,503,2083,681,1561,531,19301,975
05000US08089,"Otero County, CO",18004,28,1456,400,2793,552,955,326,1290,501,859,218,625,316,10026,750
05000US08091,"Ouray County, CO",5018,7,55,36,198,93,136,81,183,92,191,95,102,91,4153,193
05000US08093,"Park County, CO",17593,86,702,289,564,330,478,236,529,347,321,176,176,109,14823,656
05000US08095,"Phillips County, CO",4414,5,264,216,431,167,160,109,344,259,115,63,157,102,2943,310
05000US08097,"Pitkin County, CO",17066,36,698,316,523,233,444,243,208,208,574,303,185,133,14434,586
05000US08099,"Prowers County, CO",11613,22,768,324,1226,432,573,221,793,347,822,256,333,176,7098,578
05000US08101,"Pueblo County, CO",164201,281,11109,1068,14212,1451,8677,1075,7014,990,12110,1317,6247,1120,104832,2323
05000US08103,"Rio Blanco County, CO",6223,37,338,163,221,120,123,113,295,163,444,197,275,231,4527,350
05000US08105,"Rio Grande County, CO",11146,89,428,195,1234,390,478,345,455,194,479,250,285,173,7787,591
05000US08107,"Routt County, CO",24672,67,879,251,701,290,551,261,905,360,877,333,394,240,20365,677
05000US08109,"Saguache County, CO",6481,31,291,152,851,279,403,204,577,215,453,161,187,110,3719,422
05000US08111,"San Juan County, CO",690,126,85,93,31,33,25,22,0,13,28,30,13,16,508,100
05000US08113,"San Miguel County, CO",8010,13,462,158,212,97,590,330,323,165,454,151,227,105,5742,420
05000US08115,"Sedgwick County, CO",2316,142,87,43,249,91,110,49,113,54,280,115,22,20,1455,165
05000US08117,"Summit County, CO",30670,141,1190,477,1087,327,1120,572,909,422,1213,492,498,243,24653,1007
05000US08119,"Teller County, CO",24659,42,803,266,1068,417,358,162,715,299,995,339,490,251,20230,679
05000US08121,"Washington County, CO",4645,17,202,70,151,53,163,52,253,98,325,98,147,71,3404,143
05000US08123,"Weld County, CO",334453,586,15493,1657,14763,1761,10791,1678,12580,1884,17155,1950,10370,1713,253301,3662
05000US08125,"Yuma County, CO",9589,145,911,458,526,215,471,223,241,143,620,171,469,190,6351,514
05000US09110,"Capitol Planning Region, CT",939085,422,48892,2988,47654,2722,26063,2551,26970,2201,37047,2592,18917,2295,733542,5468
05000US09120,"Greater Bridgeport Planning Region, CT",318192,361,19264,1452,22832,2221,10222,1334,8993,1407,14726,1458,8464,1612,233691,3117
05000US09130,"Lower Connecticut River Valley Planning Region, CT",169707,348,6197,735,5428,802,3492,758,5054,862,5951,962,3332,949,140253,1861
05000US09140,"Naugatuck Valley Planning Region, CT",446387,385,23854,2324,22321,2076,13131,1494,15105,1898,21492,2543,9319,1612,341165,3579
05000US09150,"Northeastern Connecticut Planning Region, CT",94748,89,4788,865,3349,522,2273,550,3236,626,3992,669,2154,433,74956,1364
05000US09160,"Northwest Hills Planning Region, CT",111434,236,4678,862,5546,1159,2516,614,1833,369,5010,964,2166,659,89685,1442
05000US09170,"South Central Connecticut Planning Region, CT",547777,446,30881,2371,32575,2453,17798,1949,17722,2014,28058,2360,10765,1423,409978,4315
05000US09180,"Southeastern Connecticut Planning Region, CT",268371,261,13000,1365,15317,1694,8980,1372,9214,1398,13400,1542,4374,765,204086,2937
05000US09190,"Western Connecticut Planning Region, CT",614492,570,22562,2288,22810,2346,12775,1738,17986,2527,21565,2553,9694,1794,507100,4465
05000US10001,"Kent County, DE",180040,411,8394,1318,11929,1292,5321,1023,7467,1212,11763,1507,4965,1112,130201,2540
05000US10003,"New Castle County, DE",556738,510,30279,2583,26528,2109,15202,1742,17314,1928,25716,1980,12294,1697,429405,4368
05000US10005,"Sussex County, DE",244486,274,11148,1465,16968,2007,8935,1427,8260,1067,13886,1490,6289,1349,179000,3125
05000US11001,"District of Columbia, DC",647874,533,54963,2962,39177,3352,16345,2241,18230,2319,20964,2193,8786,1497,489409,4916
05000US12001,"Alachua County, FL",264520,501,30470,2023,21545,2213,10764,1570,12841,1830,14319,1579,6685,1060,167896,3270
05000US12003,"Baker County, FL",25161,188,1266,661,2019,754,742,394,631,360,1322,571,926,661,18255,1124
05000US12005,"Bay County, FL",178417,233,8921,1060,11900,2045,6310,981,9799,1637,11787,1573,5290,1082,124410,2860
05000US12007,"Bradford County, FL",23884,168,2077,572,2473,721,2310,816,557,267,1358,423,620,255,14489,976
05000US12009,"Brevard County, FL",612448,353,27588,2465,33015,2642,21838,2608,25131,2699,35966,2785,14788,1840,454122,5137
05000US12011,"Broward County, FL",1927838,896,107791,4650,128033,7214,75737,5763,90223,4699,122387,4836,51339,3106,1352328,11432
05000US12013,"Calhoun County, FL",11801,41,1094,334,1412,395,632,317,708,213,1803,538,454,297,5698,710
05000US12015,"Charlotte County, FL",190668,229,9552,1242,8667,1117,7275,1052,7621,1136,13336,1678,4566,870,139651,2322
05000US12017,"Citrus County, FL",155678,345,10668,1554,13456,1483,6947,1055,7143,1095,11665,1436,5060,1315,100739,2783
05000US12019,"Clay County, FL",221079,337,9999,2418,10205,1782,6582,1841,8526,1572,12090,1597,4673,1013,169004,3415
05000US12021,"Collier County, FL",383948,279,17567,1816,22568,2477,11813,1885,13822,1510,19247,1755,12221,1767,286710,3576
05000US12023,"Columbia County, FL",66013,333,4899,1103,6338,1159,4362,1000,3189,623,4582,1020,2708,913,39935,2078
05000US12027,"DeSoto County, FL",33041,31,3834,652,3792,912,2380,660,2294,505,3314,917,937,453,16490,1232
05000US12029,"Dixie County, FL",15349,39,1189,493,1772,541,1093,331,673,247,1298,525,716,337,8608,866
05000US12031,"Duval County, FL",983310,910,71640,4309,72114,4706,39710,3651,46502,4051,65958,5237,28508,3026,658878,7685
05000US12033,"Escambia County, FL",304592,612,18291,1627,25845,2530,13688,1594,14951,2203,22689,2753,8400,1202,200728,3571
05000US12035,"Flagler County, FL",120593,338,5804,1056,5556,1128,5059,875,4283,860,7600,1159,4873,979,87418,2075
05000US12037,"Franklin County, FL",10825,37,909,368,965,255,483,228,540,220,867,353,531,311,6530,465
05000US12039,"Gadsden County, FL",40646,299,6059,1031,5184,1120,1561,505,3141,784,3515,738,1377,474,19809,1221
05000US12041,"Gilchrist County, FL",17444,73,1206,305,740,301,1078,467,810,305,1177,331,697,300,11736,762
05000US12043,"Glades County, FL",11068,79,945,413,1396,362,577,245,862,398,1124,309,527,278,5637,655
05000US12045,"Gulf County, FL",12168,147,512,173,900,301,558,266,507,233,1100,349,181,140,8410,571
05000US12047,"Hamilton County, FL",10724,134,1511,484,1422,420,332,165,768,262,1314,386,453,195,4924,570
05000US12049,"Hardee County, FL",23615,206,2385,800,3342,936,1151,459,1334,569,1968,464,777,252,12658,1176
05000US12051,"Hendry County, FL",39966,61,3126,873,5504,996,2610,859,3180,849,4042,1010,1372,538,20132,1570
05000US12053,"Hernando County, FL",198366,393,12080,1434,11738,1358,9112,1288,10449,1647,13161,1464,7207,1497,134619,2783
05000US12055,"Highlands County, FL",102146,213,7557,1052,8166,1193,4188,779,7558,1163,8218,1372,2741,609,63718,2112
05000US12057,"Hillsborough County, FL",1462859,976,96165,4245,96860,5365,61329,4006,58008,3641,89255,5604,42163,3352,1019079,9171
05000US12059,"Holmes County, FL",17820,53,948,281,1617,516,1143,390,1310,409,2205,544,1239,454,9358,851
05000US12061,"Indian River County, FL",162278,94,10090,1441,8477,1155,5775,1028,4590,907,10312,1461,3678,968,119356,2236
05000US12063,"Jackson County, FL",40627,130,2944,763,4703,942,2753,656,2282,552,2977,677,1555,526,23413,1243
05000US12065,"Jefferson County, FL",13486,82,1117,343,1623,425,569,291,432,181,1009,395,425,185,8311,453
05000US12067,"Lafayette County, FL",6601,70,582,320,592,229,698,412,181,124,548,295,98,107,3902,543
05000US12069,"Lake County, FL",393752,367,16480,1962,20760,1809,14035,1955,16813,2420,26859,2528,10608,1951,288197,5026
05000US12071,"Lee County, FL",780517,478,42652,2784,48887,3165,29148,3133,30949,2617,50622,4044,24748,2143,553511,7108
05000US12073,"Leon County, FL",277659,417,30004,1930,21447,1404,10583,1687,9062,1166,18186,1870,7227,1070,181150,3211
05000US12075,"Levy County, FL",43932,40,3174,652,4365,836,3451,813,1960,488,4056,869,1506,488,25420,1223
05000US12077,"Liberty County, FL",6199,27,340,166,950,335,170,102,345,134,405,161,91,63,3898,390
05000US12079,"Madison County, FL",16302,51,1154,334,2259,528,673,296,1043,335,2298,607,420,181,8455,737
05000US12081,"Manatee County, FL",410945,477,20732,2141,22009,2752,15553,2231,20808,2580,20523,2195,11341,1712,299979,4806
05000US12083,"Marion County, FL",378555,441,26081,2415,29103,2731,19059,2402,20315,2571,32011,3180,13748,1895,238238,4478
05000US12085,"Martin County, FL",156901,206,8218,1268,9599,1534,6145,1176,5221,1078,9350,1281,3201,844,115167,2452
05000US12086,"Miami-Dade County, FL",2644927,1147,161745,5706,233200,8511,132259,5812,141911,7603,194797,7775,83310,5099,1697705,13948
05000US12087,"Monroe County, FL",80849,88,4111,655,4301,864,2204,564,3309,668,3776,725,1584,468,61564,1566
05000US12089,"Nassau County, FL",93741,147,4296,995,4363,978,2530,697,1980,630,4946,1011,2135,1016,73491,2080
05000US12091,"Okaloosa County, FL",208586,445,8304,1233,11060,1549,8090,1344,7430,1329,12785,1504,6176,1266,154741,2975
05000US12093,"Okeechobee County, FL",37436,124,3447,835,3680,945,2075,721,2411,712,3230,853,1403,402,21190,1333
05000US12095,"Orange County, FL",1401137,898,86088,4905,96696,5499,62886,4894,68537,5507,99087,6854,39542,4161,948301,9104
05000US12097,"Osceola County, FL",403446,583,21736,2890,28510,3419,18967,3243,22049,3318,35951,4936,15364,2865,260869,6352
05000US12099,"Palm Beach County, FL",1481929,1419,79967,4138,84244,4876,55549,4033,57327,3585,86547,5056,39720,3459,1078575,7680
05000US12101,"Pasco County, FL",580567,511,29253,2722,35170,2788,22213,2437,25254,2348,36946,3412,18059,1948,413672,4848
05000US12103,"Pinellas County, FL",940612,840,52367,2424,55251,2886,38688,2965,36612,2701,50062,2900,23317,2221,684315,5485
05000US12105,"Polk County, FL",744172,589,50175,3223,59321,3765,38756,3016,42362,3191,56351,4307,27684,2504,469523,7126
05000US12107,"Putnam County, FL",72925,146,7323,886,10086,1355,6200,1060,5188,993,6217,1249,1747,387,36164,1604
05000US12109,"St. Johns County, FL",288913,379,8814,1230,10565,1874,5596,1250,7088,1404,9614,1714,6101,1621,241135,4095
05000US12111,"St. Lucie County, FL",342483,506,17615,2405,22263,3196,14951,2022,17757,2779,22561,2565,11174,2075,236162,5205
05000US12113,"Santa Rosa County, FL",188472,212,6815,1197,9096,1447,5108,833,7149,1611,8681,1572,5697,1250,145926,3082
05000US12115,"Sarasota County, FL",440606,473,16453,1259,19648,2109,12526,1687,15275,1646,22070,2405,11544,1347,343090,3646
05000US12117,"Seminole County, FL",469868,465,21559,1901,21705,2174,13008,1504,17445,2252,27910,2419,13643,1972,354598,4228
05000US12119,"Sumter County, FL",129329,193,6020,941,5703,1093,3942,893,3244,626,7089,1252,3459,867,99872,2292
05000US12121,"Suwannee County, FL",42383,213,2362,587,3636,714,2796,863,3228,818,3627,991,1784,590,24950,1583
05000US12123,"Taylor County, FL",18627,97,1211,444,2014,630,1231,554,1690,645,1984,701,647,384,9850,1084
05000US12125,"Union County, FL",10695,140,1188,444,807,297,330,153,690,360,1091,424,376,235,6213,579
05000US12127,"Volusia County, FL",552500,548,32273,2445,35369,2869,24086,2250,24090,2488,37667,2810,18802,2074,380213,4925
05000US12129,"Wakulla County, FL",31471,252,774,359,984,434,1350,458,1903,845,1814,567,975,517,23671,1373
05000US12131,"Walton County, FL",77981,187,3916,971,4996,980,1966,563,3362,947,4098,992,2552,831,57091,1921
05000US12133,"Washington County, FL",22582,125,2031,567,2248,553,698,234,1857,449,2162,580,749,263,12837,928
05000US13001,"Appling County, GA",18098,10,2047,583,2263,672,1163,423,1401,545,2088,579,449,182,8687,915
05000US13003,"Atkinson County, GA",8234,29,449,180,1613,408,729,302,772,323,834,262,59,33,3778,430
05000US13005,"Bacon County, GA",10629,47,1404,467,819,353,561,275,473,262,1105,412,309,197,5958,625
05000US13007,"Baker County, GA",2830,14,357,168,475,204,265,272,177,153,382,157,75,71,1099,219
05000US13009,"Baldwin County, GA",38733,176,5062,844,3456,878,2287,858,1575,728,2749,720,765,352,22839,1079
05000US13011,"Banks County, GA",18666,88,1143,376,1253,380,823,318,1299,368,904,300,302,121,12942,703
05000US13013,"Barrow County, GA",86319,150,4416,891,4381,741,4181,1137,4013,682,6712,1557,3634,965,58982,1813
05000US13015,"Bartow County, GA",110009,167,6089,1050,5003,1188,4798,1107,4669,1169,6588,1337,2326,606,80536,2285
05000US13017,"Ben Hill County, GA",16742,76,2434,626,1874,739,1367,622,1123,428,1324,423,670,230,7950,733
05000US13019,"Berrien County, GA",18029,45,1970,542,2009,388,1294,377,1269,337,1249,360,299,124,9939,707
05000US13021,"Bibb County, GA",150343,319,17921,2349,19416,2078,7683,1295,8073,1461,9139,1622,4190,842,83921,2878
05000US13023,"Bleckley County, GA",11142,32,914,289,1375,423,677,289,316,156,1329,452,215,134,6316,458
05000US13025,"Brantley County, GA",18043,94,1726,681,1328,469,955,369,1125,400,1946,789,591,394,10372,1100
05000US13027,"Brooks County, GA",15992,64,1970,749,2086,595,673,235,1654,693,1099,414,849,393,7661,707
05000US13029,"Bryan County, GA",46400,114,1600,465,1757,639,873,338,1089,562,2241,764,1180,546,37660,1195
05000US13031,"Bulloch County, GA",74599,414,9500,1155,7301,1331,4191,1008,3047,731,6044,1185,2276,666,42240,1660
05000US13033,"Burke County, GA",24057,210,1746,600,2865,713,1537,658,2128,812,1610,548,810,464,13361,923
05000US13035,"Butts County, GA",23524,129,1912,620,1120,376,1274,602,1070,517,2103,795,553,313,15492,911
05000US13037,"Calhoun County, GA",3813,27,435,162,431,174,220,101,235,158,406,146,174,133,1912,275
